"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"HLA-DPB1",1.1875755240661e-107,0.520402292469749,0.985,0.753,1.80262088797993e-103,"8","HLA-DPB1",0.232
"CYBB2",1.03124007696892e-99,0.600922308189467,0.713,0.216,1.56531931283113e-95,"8","CYBB",0.497
"NCF12",3.77388128011995e-99,0.758081748090264,0.78,0.339,5.72837439509408e-95,"8","NCF1",0.441
"CLEC17A",1.4413319717952e-98,0.662381413901822,0.355,0.065,2.18779779998793e-94,"8","CLEC17A",0.29
"PKIG",1.32368043727703e-95,0.842384556896672,0.648,0.242,2.00921453574281e-91,"8","PKIG",0.406
"CR2",1.8139273073723e-92,0.671504716983097,0.372,0.074,2.75336025986042e-88,"8","CR2",0.298
"CD831",1.64588671253241e-90,0.765374735564682,0.88,0.544,2.49829144095294e-86,"8","CD83",0.336
"TNFRSF13B1",3.59998121085549e-90,0.738047371960012,0.431,0.1,5.46441147995754e-86,"8","TNFRSF13B",0.331
"HLA-DOA1",9.12074405058107e-86,0.785737433313901,0.628,0.24,1.3844377394377e-81,"8","HLA-DOA",0.388
"SNX2",1.2906449471693e-84,0.693114252499319,0.845,0.491,1.95906996530828e-80,"8","SNX2",0.354
"TLR10",1.87922884893257e-83,0.689929214794707,0.431,0.112,2.85248146979475e-79,"8","TLR10",0.319
"GAPT1",2.76671639170059e-83,0.725208415470173,0.384,0.087,4.19959881096232e-79,"8","GAPT",0.297
"CD1C",2.05127889649464e-82,0.613034709914405,0.255,0.039,3.11363623698921e-78,"8","CD1C",0.216
"CDK141",2.05206547960645e-79,0.610150712058641,0.372,0.081,3.11483019149464e-75,"8","CDK14",0.291
"CIITA2",7.95513124544387e-79,0.720234241849547,0.853,0.57,1.20750937174592e-74,"8","CIITA",0.283
"P2RX5",4.07800716498253e-78,0.759711089391323,0.481,0.143,6.19000707572698e-74,"8","P2RX5",0.338
"PLCG21",7.22335342621463e-76,0.676074333455818,0.765,0.366,1.09643281656512e-71,"8","PLCG2",0.399
"SYK2",2.51493088380476e-71,0.647403851248207,0.695,0.315,3.81741358852725e-67,"8","SYK",0.38
"SNX29P2",1.20161459382158e-70,0.791851458552513,0.604,0.259,1.82393079196177e-66,"8","SNX29P2",0.345
"PDLIM11",9.24387732730606e-69,0.644784729920799,0.49,0.151,1.40312813951179e-64,"8","PDLIM1",0.339
"ALOX52",3.13046856700488e-68,0.524253703001478,0.762,0.318,4.7517382378567e-64,"8","ALOX5",0.444
"CPNE51",3.64867529784545e-68,0.564523553890746,0.375,0.093,5.5383242345996e-64,"8","CPNE5",0.282
"JCHAIN1",1.45363996086842e-67,0.505707092335032,0.842,0.369,2.20648009660218e-63,"8","JCHAIN",0.473
"PLEKHG1",1.58588338018345e-67,0.726983253958892,0.496,0.175,2.40721238278045e-63,"8","PLEKHG1",0.321
"LY9",8.16981077424325e-66,0.6834458108044,0.812,0.505,1.24009557742238e-61,"8","LY9",0.307
"LYN2",2.07405268913623e-65,0.619189112945513,0.798,0.463,3.14820457683989e-61,"8","LYN",0.335
"CDCA7L",3.26441168040552e-63,0.644869369376191,0.399,0.116,4.95505048968753e-59,"8","CDCA7L",0.283
"FCHSD2",4.18018025821968e-63,0.617399630322262,0.642,0.276,6.34509561395166e-59,"8","FCHSD2",0.366
"CTSH3",4.84855533553548e-63,0.639630783877046,0.698,0.322,7.35962214380931e-59,"8","CTSH",0.376
"POU2AF11",6.09276365108403e-63,0.619933477886772,0.68,0.334,9.24820594598046e-59,"8","POU2AF1",0.346
"BTK1",6.45108647110072e-63,0.580587931080262,0.425,0.123,9.79210415448378e-59,"8","BTK",0.302
"FCGR2B2",2.95573851335576e-61,0.703548777691646,0.499,0.183,4.4865154894227e-57,"8","FCGR2B",0.316
"SMIM14",7.53067814296767e-61,0.672662716962674,0.839,0.587,1.14308163532106e-56,"8","SMIM14",0.252
"LTB2",3.16891989004164e-60,0.551046032005761,0.874,0.522,4.81010350109421e-56,"8","LTB",0.352
"COL19A1",2.3143934724973e-59,0.586928671084642,0.411,0.128,3.51301785190364e-55,"8","COL19A1",0.283
"AIM2",6.32841021757062e-59,0.645127857902184,0.39,0.116,9.60589386925044e-55,"8","AIM2",0.274
"POU2F21",1.07617957190155e-58,0.60233100366912,0.66,0.304,1.63353297218936e-54,"8","POU2F2",0.356
"FAM129C",8.09587570838378e-58,0.661241029524594,0.724,0.456,1.22887297377557e-53,"8","FAM129C",0.268
"PIKFYVE",1.36419854716033e-57,0.582714874064422,0.669,0.326,2.07071697473466e-53,"8","PIKFYVE",0.343
"CCDC501",3.72367669159799e-57,0.566540135040336,0.701,0.358,5.65216885017659e-53,"8","CCDC50",0.343
"STX7",1.78113558886402e-56,0.584429821063534,0.845,0.543,2.7035857103367e-52,"8","STX7",0.302
"DAPP11",3.01909818561288e-56,0.63626255292854,0.654,0.319,4.58268913594179e-52,"8","DAPP1",0.335
"CD72",1.94341820950637e-55,0.668607523853304,0.364,0.107,2.94991450020972e-51,"8","CD72",0.257
"PHACTR11",1.99204408978051e-55,0.592675048448511,0.598,0.263,3.02372372387784e-51,"8","PHACTR1",0.335
"IFT57",5.25263207516326e-55,0.638641249591552,0.619,0.283,7.97297022689031e-51,"8","IFT57",0.336
"ST6GAL11",3.24596888262915e-53,0.591889497743457,0.733,0.42,4.92705616694279e-49,"8","ST6GAL1",0.313
"FCMR1",5.10023896122927e-52,0.508893873779852,0.83,0.547,7.7416527192499e-48,"8","FCMR",0.283
"ITPR1",4.36091755973617e-51,0.535644415282103,0.707,0.369,6.61943676392354e-47,"8","ITPR1",0.338
"MTSS11",2.36811398345048e-50,0.630874137430982,0.587,0.278,3.59456021547948e-46,"8","MTSS1",0.309
"CR1",3.01350977927328e-50,0.565385462351509,0.425,0.157,4.57420649395891e-46,"8","CR1",0.268
"CD241",4.57978271242443e-48,0.542073581110511,0.481,0.187,6.95165217918905e-44,"8","CD24",0.294
"EAF21",7.4446229727947e-48,0.610975614336631,0.419,0.148,1.13001932104051e-43,"8","EAF2",0.271
"SEL1L31",1.4446860548125e-46,0.548962183552583,0.713,0.421,2.19288896259989e-42,"8","SEL1L3",0.292
"RNASE61",1.74171063881037e-46,0.646750835687369,0.358,0.117,2.64374257865026e-42,"8","RNASE6",0.241
"SNX22",1.97067387033638e-46,0.578308726435344,0.613,0.346,2.9912858677836e-42,"8","SNX22",0.267
"SELL1",4.44142053340192e-46,0.562145517557107,0.798,0.544,6.74163222765077e-42,"8","SELL",0.254
"NEK6",5.65617686440293e-46,0.527738655648765,0.434,0.161,8.5855108624772e-42,"8","NEK6",0.273
"HDAC91",2.5423857471386e-44,0.625988469392037,0.56,0.283,3.85908732558168e-40,"8","HDAC9",0.277
"FAM49A2",1.31619337246912e-43,0.553767598236846,0.507,0.218,1.99784992007088e-39,"8","FAM49A",0.289
"AKAP21",3.56074576753307e-43,0.507158595436896,0.584,0.277,5.40485600053844e-39,"8","AKAP2",0.307
"STRBP",1.46879960095587e-42,0.53171619782437,0.595,0.31,2.22949091429091e-38,"8","STRBP",0.285
"DRAM2",2.91198168390675e-40,0.585136434379181,0.628,0.363,4.42009699800205e-36,"8","DRAM2",0.265
"TSPAN33",1.27490638129252e-39,0.541958676635194,0.669,0.403,1.93518039616392e-35,"8","TSPAN3",0.266
"TMEM156",4.30121748797758e-39,0.540280942863538,0.654,0.389,6.52881802500117e-35,"8","TMEM156",0.265
"MGAT5",3.20007076392033e-38,0.527903335865953,0.496,0.238,4.85738741255467e-34,"8","MGAT5",0.258
"FAM65A",6.85200182554104e-37,0.526020295915209,0.449,0.195,1.04006535709888e-32,"8","FAM65A",0.254
"RAB301",7.93552574124018e-36,0.550112774396389,0.572,0.304,1.20453345226285e-31,"8","RAB30",0.268
"CCR71",4.82401661760065e-35,0.596818547708082,0.66,0.439,7.32237482385603e-31,"8","CCR7",0.221
"OSBPL10",7.36382101244419e-35,0.543024668821025,0.534,0.297,1.1177543914789e-30,"8","OSBPL10",0.237
"GRAMD1C",7.8533826562862e-35,0.500821584845128,0.279,0.09,1.19206495339768e-30,"8","GRAMD1C",0.189
"FCRL21",1.55713448226657e-32,0.538562261165488,0.499,0.271,2.36357443063243e-28,"8","FCRL2",0.228
"BACH2",2.07103636654756e-32,0.576310208987168,0.51,0.28,3.14362610078254e-28,"8","BACH2",0.23
"GSAP",3.38514217844756e-32,0.510459913354597,0.519,0.27,5.13830731266556e-28,"8","GSAP",0.249
"CHPT1",4.04784297311469e-31,0.53573142499022,0.516,0.294,6.14422084889079e-27,"8","CHPT1",0.222
"SYPL1",1.08584367568039e-29,0.539159752760625,0.595,0.381,1.64820211531527e-25,"8","SYPL1",0.214
"STAG3",2.09758641887065e-28,0.524507558921244,0.416,0.203,3.18392642520377e-24,"8","STAG3",0.213
"TPSAB11",0,1.75600111853903,0.989,0.134,0,"9","TPSAB1",0.855
"TPSB2",0,1.73746831146563,0.989,0.133,0,"9","TPSB2",0.856
"CPA3",0,1.72883351326129,0.992,0.111,0,"9","CPA3",0.881
"TPSD1",0,1.67445871733253,0.989,0.033,0,"9","TPSD1",0.956
"HDC",0,1.58877959008627,0.958,0.048,0,"9","HDC",0.91
"HPGDS",0,1.52978014941959,0.973,0.031,0,"9","HPGDS",0.942
"GATA2",0,1.51962799243826,0.977,0.039,0,"9","GATA2",0.938
"CTSG",0,1.50754707343764,0.833,0.037,0,"9","CTSG",0.796
"SLC18A2",0,1.50097902299488,0.992,0.071,0,"9","SLC18A2",0.921
"IL1RL1",0,1.48490961515443,0.981,0.091,0,"9","IL1RL1",0.89
"KIT",0,1.40317000499818,0.992,0.158,0,"9","KIT",0.834
"LTC4S",0,1.39607358906124,0.966,0.053,0,"9","LTC4S",0.913
"VWA5A",0,1.37494398426619,0.981,0.151,0,"9","VWA5A",0.83
"SIGLEC6",0,1.35989386732194,0.913,0.022,0,"9","SIGLEC6",0.891
"SIGLEC17P",0,1.29117471709601,0.871,0.053,0,"9","SIGLEC17P",0.818
"PTGS1",0,1.26226854969948,0.962,0.085,0,"9","PTGS1",0.877
"MAOB",0,1.22484367739243,0.83,0.035,0,"9","MAOB",0.795
"FCER1A",0,1.17265802653544,0.697,0.039,0,"9","FCER1A",0.658
"P2RX12",0,1.17008324148717,0.936,0.111,0,"9","P2RX1",0.825
"CNRIP1",0,1.15876698596524,0.727,0.023,0,"9","CNRIP1",0.704
"CALB2",0,1.01963737677972,0.598,0.008,0,"9","CALB2",0.59
"CRLF2",0,1.01706605828059,0.742,0.054,0,"9","CRLF2",0.688
"TIMP3",0,0.996033871215066,0.807,0.046,0,"9","TIMP3",0.761
"SDPR",0,0.932001237947832,0.655,0.043,0,"9","SDPR",0.612
"LIF",0,0.905349598534922,0.64,0.037,0,"9","LIF",0.603
"RAB27B",0,0.89845918701132,0.686,0.059,0,"9","RAB27B",0.627
"SLC45A3",0,0.875999949089517,0.822,0.01,0,"9","SLC45A3",0.812
"CMA1",0,0.858417728127207,0.375,0.01,0,"9","CMA1",0.365
"EPB41L1",0,0.828593040364372,0.636,0.049,0,"9","EPB41L1",0.587
"LGALS12",0,0.821805668016684,0.5,0.02,0,"9","LGALS12",0.48
"CTTNBP2",0,0.798219574670332,0.508,0.018,0,"9","CTTNBP2",0.49
"TPSG1",0,0.761380182042943,0.398,0.004,0,"9","TPSG1",0.394
"COL13A1",0,0.756869017613157,0.47,0.012,0,"9","COL13A1",0.458
"IL1RAPL1",0,0.754900375783105,0.451,0.015,0,"9","IL1RAPL1",0.436
"ADCYAP1",0,0.748134347203795,0.39,0.012,0,"9","ADCYAP1",0.378
"TCTEX1D1",0,0.697712038993652,0.352,0.008,0,"9","TCTEX1D1",0.344
"GATA1",0,0.689176698567654,0.36,0.004,0,"9","GATA1",0.356
"SLC24A3",0,0.685721344896805,0.614,0.007,0,"9","SLC24A3",0.607
"KIAA1522",0,0.678501175167567,0.557,0.039,0,"9","KIAA1522",0.518
"PRG2",0,0.678272869598169,0.333,0.007,0,"9","PRG2",0.326
"PPM1H",0,0.666939629030326,0.519,0.03,0,"9","PPM1H",0.489
"KCNH2",0,0.599140412379154,0.436,0.01,0,"9","KCNH2",0.426
"RAB44",0,0.54037297212526,0.432,0.011,0,"9","RAB44",0.421
"ALDH1A1",6.71557478765237e-304,0.986542450357745,0.64,0.057,1.01935709701775e-299,"9","ALDH1A1",0.583
"PTGS21",5.06870431889875e-296,1.12616794122275,0.867,0.117,7.69378628565642e-292,"9","PTGS2",0.75
"BACE21",2.34130379733546e-294,0.981017250446388,0.765,0.089,3.55386503397549e-290,"9","BACE2",0.676
"PIK3R6",2.58363732828824e-288,0.924386658314649,0.72,0.077,3.92170310060873e-284,"9","PIK3R6",0.643
"ENPP3",2.61942318973914e-278,0.838371890483861,0.587,0.051,3.97602245970504e-274,"9","ENPP3",0.536
"BTK2",2.52239822977959e-275,1.05581603890665,0.837,0.114,3.82874827298244e-271,"9","BTK",0.723
"BMP2K",1.89676693579405e-255,1.0089455086836,0.883,0.144,2.87910253184179e-251,"9","BMP2K",0.739
"GMPR",1.06525781968323e-254,0.909499457049866,0.61,0.063,1.61695484449718e-250,"9","GMPR",0.547
"CDK15",3.01913000566923e-253,0.888451182509447,0.591,0.061,4.58273743560532e-249,"9","CDK15",0.53
"MS4A2",3.88449326376324e-252,1.40751896204654,0.992,0.267,5.89627232506622e-248,"9","MS4A2",0.725
"ERG",3.38904785125015e-238,0.569466633773297,0.333,0.016,5.1442357334126e-234,"9","ERG",0.317
"HS6ST1",2.71355857968227e-232,0.855876793330974,0.72,0.092,4.11891056809972e-228,"9","HS6ST1",0.628
"AKAP12",2.98893247353576e-227,0.814034195586295,0.693,0.097,4.53690060157993e-223,"9","AKAP12",0.596
"ADAM12",1.80000318787048e-221,0.821719990487569,0.644,0.081,2.7322248388686e-217,"9","ADAM12",0.563
"CLU",9.46485008290852e-208,1.26301631600578,0.989,0.312,1.43666959408468e-203,"9","CLU",0.677
"ABCA11",2.11450452846868e-200,0.910530706169076,0.894,0.193,3.20960642376261e-196,"9","ABCA1",0.701
"MITF",2.53177935424073e-197,0.934573574050032,0.78,0.14,3.842987881802e-193,"9","MITF",0.64
"CSF2RB1",2.52301895238044e-190,0.882853778855355,0.83,0.163,3.82969046781827e-186,"9","CSF2RB",0.667
"DLC1",3.19054059526351e-187,0.865152221181283,0.777,0.149,4.84292156955049e-183,"9","DLC1",0.628
"CD91",7.16786686841739e-179,1.03118997014243,0.97,0.282,1.08801051195708e-174,"9","CD9",0.688
"PMP221",8.06636033228518e-179,0.873556294807675,0.617,0.09,1.22439283483757e-174,"9","PMP22",0.527
"VEGFA2",1.50236241560553e-174,0.742512355546579,0.735,0.125,2.28043591064764e-170,"9","VEGFA",0.61
"CSF1",3.74033044839567e-173,0.987926548928471,0.852,0.203,5.67744758761979e-169,"9","CSF1",0.649
"ACSL4",1.1304985855515e-172,0.987684476885685,0.97,0.306,1.71598380300862e-168,"9","ACSL4",0.664
"RHOBTB3",1.1968456841187e-167,0.900898450199202,0.723,0.143,1.81669206392377e-163,"9","RHOBTB3",0.58
"ALOX53",9.60547720081068e-167,0.971906765295669,0.981,0.316,1.45801538431105e-162,"9","ALOX5",0.665
"HPGD",4.2390708234421e-165,0.982434360084954,0.856,0.207,6.43448560290277e-161,"9","HPGD",0.649
"CADPS",1.08209961679101e-162,0.789046476786436,0.652,0.117,1.64251900832707e-158,"9","CADPS",0.535
"FAM46A",1.26293806491467e-159,0.827158574359635,0.803,0.179,1.91701368873398e-155,"9","FAM46A",0.624
"MAPRE3",1.07094159543208e-154,0.55187498182917,0.428,0.046,1.62558224770635e-150,"9","MAPRE3",0.382
"ELOVL7",1.46955381821384e-154,0.561035829991767,0.424,0.048,2.23063574066679e-150,"9","ELOVL7",0.376
"AKAP22",7.40609574383144e-154,0.873100483933966,0.955,0.269,1.12417127295617e-149,"9","AKAP2",0.686
"TSC22D11",6.20192955312268e-152,0.892873123080242,0.909,0.25,9.41390886868492e-148,"9","TSC22D1",0.659
"TTYH2",1.04862268238401e-151,0.753890975900772,0.58,0.092,1.59170436959069e-147,"9","TTYH2",0.488
"TMEM233",2.3590777342626e-150,0.538176771108622,0.383,0.04,3.58084409283719e-146,"9","TMEM233",0.343
"TMEM255B",3.36911711496411e-147,0.761483061976103,0.47,0.064,5.11398286880402e-143,"9","TMEM255B",0.406
"ABCC4",1.16650031628806e-146,0.776330271368782,0.788,0.189,1.77063083009365e-142,"9","ABCC4",0.599
"C1ORF1861",2.47548759892853e-145,0.967398933414076,0.886,0.261,3.75754262641361e-141,"9","C1ORF186",0.625
"CD221",6.85147129351266e-145,0.893094355278059,0.875,0.266,1.03998482764229e-140,"9","CD22",0.609
"SEMA4A2",6.41373468874992e-144,0.929726813891911,0.833,0.217,9.7354078840535e-140,"9","SEMA4A",0.616
"VAT1",1.34364201603361e-137,0.847192913349228,0.799,0.202,2.03951421613741e-133,"9","VAT1",0.597
"MLPH1",3.73540214149483e-135,0.873773039191745,0.879,0.288,5.669966910575e-131,"9","MLPH",0.591
"STXBP6",1.48390679449585e-127,0.646089360167381,0.519,0.09,2.25242212336525e-123,"9","STXBP6",0.429
"SIGLEC8",2.68234113798424e-127,0.802247013877956,0.769,0.227,4.07152561334628e-123,"9","SIGLEC8",0.542
"DAPK12",4.36382330769615e-127,0.737311167205059,0.614,0.119,6.62384739875198e-123,"9","DAPK1",0.495
"B4GALT5",7.97496409736013e-126,0.661424030922223,0.742,0.188,1.21051980033829e-121,"9","B4GALT5",0.554
"GLUL1",8.16796747583279e-126,0.87682913190298,0.992,0.499,1.23981578315666e-121,"9","GLUL",0.493
"EPAS1",2.62056063464137e-125,0.737762234050035,0.727,0.168,3.97774898732213e-121,"9","EPAS1",0.559
"RAB321",2.59192689660682e-121,0.6803734152742,0.466,0.072,3.93428583635949e-117,"9","RAB32",0.394
"NDST2",3.3926839372587e-121,0.813364671514312,0.708,0.178,5.14975494836497e-117,"9","NDST2",0.53
"ITGA2B",1.29633995105939e-119,0.636932797156369,0.409,0.058,1.96771441171304e-115,"9","ITGA2B",0.351
"TLDC2",2.45764496032058e-119,0.588594861357717,0.405,0.055,3.7304592852706e-115,"9","TLDC2",0.35
"NTRK1",1.91051434153601e-118,0.692200800727973,0.549,0.104,2.89996971901751e-114,"9","NTRK1",0.445
"RGS13",4.71627924960688e-118,0.951820564446948,0.788,0.279,7.15884027297828e-114,"9","RGS13",0.509
"ARHGAP18",8.59617453765364e-116,0.771331750639821,0.936,0.357,1.30481333307045e-111,"9","ARHGAP18",0.579
"ELL21",3.64840370568573e-115,0.849241735958956,0.943,0.377,5.53791198486036e-111,"9","ELL2",0.566
"MBOAT7",1.60496522588819e-114,0.780250711518845,0.792,0.225,2.43617671637568e-110,"9","MBOAT7",0.567
"GCSAML",2.32486969379056e-114,0.808707576679632,0.78,0.26,3.5289197082047e-110,"9","GCSAML",0.52
"SWAP701",5.74901803115188e-114,0.774932526079655,0.848,0.286,8.72643446948544e-110,"9","SWAP70",0.562
"FCER1G2",1.81260842247466e-111,0.842870648789832,0.97,0.357,2.75135832447429e-107,"9","FCER1G",0.613
"LPCAT22",2.33926160349364e-111,0.835493877544787,0.652,0.172,3.550765187943e-107,"9","LPCAT2",0.48
"TMEM176B3",2.83618044173197e-107,0.82413371583675,0.693,0.181,4.30503829250496e-103,"9","TMEM176B",0.512
"EGR3",3.89094477332453e-107,0.674127071487515,0.667,0.169,5.9060650714293e-103,"9","EGR3",0.498
"FER",1.01157408104764e-105,0.733102128005342,0.955,0.467,1.53546829762221e-101,"9","FER",0.488
"CBFA2T3",1.19390113704968e-104,0.532197721284543,0.398,0.059,1.81222253592771e-100,"9","CBFA2T3",0.339
"GALNT6",6.30453620838712e-104,0.817944481397683,0.917,0.448,9.56965551071081e-100,"9","GALNT6",0.469
"MCTP12",1.20910545526183e-103,0.779356779923006,0.636,0.159,1.83530117054193e-99,"9","MCTP1",0.477
"SGK11",3.45136713640232e-103,0.801212029332943,0.955,0.461,5.23883017634509e-99,"9","SGK1",0.494
"GALC",1.05039958072654e-102,0.70157014656855,0.973,0.496,1.59440152358481e-98,"9","GALC",0.477
"SLCO2B11",1.32546849511603e-102,0.869842192272257,0.572,0.141,2.01192862873663e-98,"9","SLCO2B1",0.431
"PLAUR2",1.59743360558581e-102,0.783930223949596,0.932,0.402,2.4247444699187e-98,"9","PLAUR",0.53
"SMYD3",3.12893790708821e-102,0.775187701734872,0.78,0.241,4.74941484916919e-98,"9","SMYD3",0.539
"FERMT2",8.98689762534439e-102,0.704051994325141,0.538,0.123,1.36412119055102e-97,"9","FERMT2",0.415
"RASGRP41",1.35181031845533e-101,0.66589508227844,0.716,0.225,2.05191288238334e-97,"9","RASGRP4",0.491
"EGR12",3.91272936726632e-101,0.741845389969132,0.977,0.493,5.93913190657355e-97,"9","EGR1",0.484
"ACOT7",5.798012618681e-101,0.659086090881471,0.67,0.164,8.80080335389588e-97,"9","ACOT7",0.506
"ADGRE22",7.07930167621799e-101,0.829021257051073,0.92,0.51,1.07456720143313e-96,"9","ADGRE2",0.41
"STX3",1.1536376179763e-100,0.734616578539491,0.697,0.21,1.75110654032623e-96,"9","STX3",0.487
"LEO1",7.70319885560739e-99,0.771485016790402,0.856,0.322,1.16926855429265e-94,"9","LEO1",0.534
"RFX2",7.62197666331383e-97,0.749579780724589,0.674,0.196,1.15693983772441e-92,"9","RFX2",0.478
"IL18R11",1.76847697002703e-96,0.756244700768307,0.795,0.26,2.68437119280403e-92,"9","IL18R1",0.535
"LAT2",2.67827036444195e-96,0.738723427138136,0.962,0.495,4.06534658618643e-92,"9","LAT2",0.467
"GM2A1",4.42487484568721e-95,0.68367664729968,0.708,0.211,6.71651752826862e-91,"9","GM2A",0.497
"CDCP11",1.96075999786471e-93,0.570195312826406,0.682,0.206,2.97623760075884e-89,"9","CDCP1",0.476
"NR4A31",2.35608070614092e-93,0.715508086398064,0.951,0.427,3.57629490385131e-89,"9","NR4A3",0.524
"DUSP61",1.04724460926083e-92,0.805836917098802,0.871,0.369,1.58961259239702e-88,"9","DUSP6",0.502
"KDM6B1",1.94620114671958e-92,0.686217191443127,0.947,0.461,2.95413872060565e-88,"9","KDM6B",0.486
"CD832",2.12814381982971e-90,0.731544418326479,0.985,0.544,3.23030950411952e-86,"9","CD83",0.441
"PPARD",3.20367753399628e-90,0.571109713235269,0.686,0.202,4.86286212885296e-86,"9","PPARD",0.484
"LMO4",3.20445785002236e-90,0.589544735671389,0.648,0.166,4.86404657054895e-86,"9","LMO4",0.482
"CAPG",2.40647186534912e-89,0.658013877446082,0.989,0.557,3.65278364441343e-85,"9","CAPG",0.432
"PZP1",3.14285383889809e-89,0.544971654634518,0.576,0.134,4.77053784206341e-85,"9","PZP",0.442
"A2M1",4.50555711061952e-89,0.744811683657982,0.856,0.314,6.83898513820937e-85,"9","A2M",0.542
"C1ORF228",5.24057647457026e-89,0.695874552058364,0.564,0.138,7.95467103075021e-85,"9","C1ORF228",0.426
"PLAU1",2.04425699993726e-88,0.640795875900191,0.439,0.085,3.10297770020476e-84,"9","PLAU",0.354
"FOSL1",2.04940204724772e-88,0.504176013004617,0.375,0.06,3.11078736751731e-84,"9","FOSL1",0.315
"AHR",4.41405165105237e-88,0.670127576170001,0.966,0.505,6.70008900113239e-84,"9","AHR",0.461
"PAK11",1.05521226608323e-87,0.728036800555699,0.788,0.286,1.60170669868773e-83,"9","PAK1",0.502
"P2RY14",7.33603122427036e-87,0.587517246211253,0.341,0.053,1.113536179532e-82,"9","P2RY14",0.288
"LMNA",9.33337660715964e-87,0.601159270175669,0.992,0.7,1.41671323520076e-82,"9","LMNA",0.292
"STAP12",2.11439486649482e-86,0.605321469848876,0.519,0.111,3.20943996785248e-82,"9","STAP1",0.408
"GNA15",1.08709069089946e-85,0.641131624914859,0.621,0.165,1.6500949597163e-81,"9","GNA15",0.456
"LAPTM4A",2.25443772570944e-85,0.631884811720531,0.989,0.608,3.42201102385436e-81,"9","LAPTM4A",0.381
"NR4A11",2.84161121614757e-83,0.635410471849518,0.992,0.603,4.31328166499039e-79,"9","NR4A1",0.389
"ICAM11",5.05623662389295e-83,0.706432325071887,0.936,0.508,7.67486157140711e-79,"9","ICAM1",0.428
"CTNNBL1",1.27478126845188e-80,0.6961967915851,0.867,0.365,1.9349904873831e-76,"9","CTNNBL1",0.502
"SLC43A31",2.45471961956545e-80,0.700148179757681,0.792,0.31,3.72601891053839e-76,"9","SLC43A3",0.482
"PAQR5",3.65804530396702e-80,0.583058213487618,0.633,0.197,5.55254696689155e-76,"9","PAQR5",0.436
"HEG1",3.26273268206148e-79,0.633033535547566,0.636,0.194,4.95250193810111e-75,"9","HEG1",0.442
"TYROBP2",3.45837794407132e-77,0.692929838035772,0.913,0.306,5.24947188130586e-73,"9","TYROBP",0.607
"ARHGEF6",5.45318151925932e-77,0.626566075139903,0.92,0.491,8.27738422808373e-73,"9","ARHGEF6",0.429
"ARHGEF401",8.57045864663626e-77,0.523201589418951,0.489,0.114,1.30090991797292e-72,"9","ARHGEF40",0.375
